idx,archivo,mst_score,r,g,b,hand_scale
20099,00020099.jpg,7,153.89,113.08,94.6,0.03297586269967929
24258,00024258.jpg,7,128.19,99.44,95.47,0.022921108268341994
17714,00017714.jpg,8,121.77,81.15,87.15,0.033083998247037644
30163,00030163.jpg,7,156.25,113.09,108.44,0.023435421476775516
12453,00012453.jpg,4,228.24,184.05,179.7,0.017678684462576286
27083,00027083.jpg,7,136.12,89.75,113.25,0.028643031897508314
32481,00032481.jpg,6,167.16,126.17,125.38,0.02149203317614982
473,00000473.jpg,8,106.52,83.75,73.08,0.033340546335953264
2337,00002337.jpg,4,229.06,183.24,184.86,0.032462210728195794
2338,00002338.jpg,7,148.12,107.86,113.37,0.028857680241871287
3597,00003597.jpg,7,123.75,86.97,97.45,0.031405792394140736
11082,00011082.jpg,5,201.45,160.86,149.09,0.0182569496744649
21670,00021670.jpg,7,146.77,92.52,104.48,0.02711916595967863
26584,00026584.jpg,9,80.08,62.15,48.22,0.03129244446002422
3639,00003639.jpg,7,156.96,111.9,104.62,0.033100235912979406
7531,00007531.jpg,7,129.21,92.4,101.15,0.029730544462575104
25745,00025745.jpg,7,153.5,121.29,106.67,0.032059140797239115
31521,00031521.jpg,5,213.05,157.92,163.93,0.02585489702455901
2003,00002003.jpg,7,156.66,118.1,118.44,0.018677954648727096
30229,00030229.jpg,5,191.89,160.79,167.19,0.02997802156084097
6401,00006401.jpg,5,232.5,160.31,157.9,0.029471210221511255
1486,00001486.jpg,6,194.54,143.06,152.4,0.024389065492435538
24586,00024586.jpg,9,80.9,58.32,45.94,0.026224684043772185
22536,00022536.jpg,7,145.63,108.56,99.98,0.031270301728980744
3180,00003180.jpg,5,207.09,147.86,147.63,0.03384023825406454
31504,00031504.jpg,8,94.03,68.42,59.25,0.026679607096864497
14926,00014926.jpg,8,100.52,69.92,84.22,0.026746278300243193
16174,00016174.jpg,6,170.77,121.76,111.1,0.028932690694559275
20466,00020466.jpg,7,121.51,92.46,110.71,0.02245781176865188
12898,00012898.jpg,8,106.99,79.08,70.57,0.02885128011952804
17998,00017998.jpg,7,157.01,108.43,116.98,0.023609732628175735
1663,00001663.jpg,6,155.35,114.11,150.87,0.029945123961468874
9971,00009971.jpg,5,225.04,168.09,154.57,0.03334037405935933
14453,00014453.jpg,10,42.07,36.21,25.68,0.027413143331060093
14644,00014644.jpg,8,102.58,76.99,75.45,0.03432554816951946
23069,00023069.jpg,9,72.48,57.34,48.18,0.03284915296688126
21898,00021898.jpg,8,114.2,79.23,78.55,0.026740036810595762
399,00000399.jpg,4,248.53,191.31,179.08,0.0306627078205638
7194,00007194.jpg,7,129.0,87.16,95.78,0.03254220538687126
31159,00031159.jpg,8,86.17,68.57,58.58,0.027819060320065543
20496,00020496.jpg,6,184.09,136.67,124.13,0.018862067289818707
31224,00031224.jpg,5,209.2,154.52,142.2,0.027921356041340745
24857,00024857.jpg,8,118.13,79.81,84.69,0.03417753178424241
6029,00006029.jpg,8,103.65,78.57,75.69,0.02712793905677349
23587,00023587.jpg,7,155.48,104.69,129.23,0.03179871573530999
21262,00021262.jpg,7,138.02,86.52,109.21,0.030990203825192568
2997,00002997.jpg,7,125.71,97.49,94.62,0.030034543232039426
19692,00019692.jpg,7,156.94,119.47,101.53,0.026700291620324727
18968,00018968.jpg,7,134.75,94.7,106.66,0.034469644820052776
2175,00002175.jpg,8,82.11,63.7,54.87,0.027666878252233514
29044,00029044.jpg,5,227.0,173.38,158.11,0.025878762898402973
22728,00022728.jpg,4,242.88,187.45,180.13,0.0269727728117903
14655,00014655.jpg,6,176.18,130.97,125.33,0.032687349598331875
9634,00009634.jpg,8,102.32,83.6,88.96,0.033614028429542024
10537,00010537.jpg,1,253.23,239.66,245.12,0.026676523648173144
3763,00003763.jpg,5,218.6,153.49,151.2,0.026019206345071967
11985,00011985.jpg,6,160.04,109.57,138.48,0.029992570500347607
2718,00002718.jpg,7,156.56,115.33,92.47,0.028964940567195795
20614,00020614.jpg,5,205.87,163.66,158.28,0.030095763599370655
29552,00029552.jpg,9,74.28,61.5,48.3,0.022442593426208413
27296,00027296.jpg,8,78.94,56.48,146.71,0.02702039447738395
1420,00001420.jpg,9,94.3,15.17,52.36,0.022977871459096633
6206,00006206.jpg,6,192.77,142.06,137.12,0.029260256897169244
14946,00014946.jpg,5,222.28,167.1,150.33,0.033446986604742476
7113,00007113.jpg,7,135.59,115.72,107.19,0.02834803639164874
6636,00006636.jpg,6,186.73,120.16,126.04,0.0266613733397638
30874,00030874.jpg,5,199.52,155.82,185.71,0.030108835723596974
30723,00030723.jpg,6,199.83,145.48,136.65,0.029664233893124975
20407,00020407.jpg,7,121.91,98.46,121.81,0.023527361992819545
13550,00013550.jpg,6,180.39,130.85,151.72,0.02970700914172143
13655,00013655.jpg,6,173.68,133.49,129.96,0.03141309402929202
30335,00030335.jpg,5,238.92,160.91,177.49,0.028167041059546052
8601,00008601.jpg,6,155.36,123.6,118.08,0.03254963176172555
21177,00021177.jpg,6,160.45,127.73,118.52,0.03005468913772291
31829,00031829.jpg,7,122.06,94.76,91.04,0.03365781717963722
1617,00001617.jpg,8,99.02,56.44,60.36,0.02317561163137546
12445,00012445.jpg,8,108.56,74.97,76.23,0.02420012813204035
24512,00024512.jpg,8,120.42,80.22,86.53,0.030662145072156904
22392,00022392.jpg,7,148.94,103.75,119.61,0.01987183800581774
5569,00005569.jpg,7,134.43,93.06,83.26,0.030907920751585126
20465,00020465.jpg,8,114.97,85.83,85.68,0.0295185188076569
11022,00011022.jpg,6,158.6,156.73,160.35,0.02868390043296921
30378,00030378.jpg,8,83.4,62.52,64.63,0.0309820418504829
1290,00001290.jpg,7,131.81,99.39,85.76,0.023360953379040386
7232,00007232.jpg,7,122.53,96.06,82.41,0.0296882947805579
5285,00005285.jpg,7,114.98,87.3,101.66,0.029920469980360537
13735,00013735.jpg,6,184.28,137.18,139.59,0.031104089520922786
9536,00009536.jpg,8,104.66,65.44,67.0,0.031173230164080006
6744,00006744.jpg,6,169.54,130.4,115.25,0.025714030233703066
3837,00003837.jpg,7,159.45,111.0,116.35,0.03144211375901126
10413,00010413.jpg,8,101.56,78.8,73.67,0.021581170400919704
24871,00024871.jpg,8,108.32,78.2,71.17,0.03183240337680362
7506,00007506.jpg,6,183.17,132.91,129.51,0.0257036791133303
15785,00015785.jpg,8,85.71,60.68,60.6,0.02783920504599483
23096,00023096.jpg,4,243.32,172.05,213.09,0.020434089769867995
19123,00019123.jpg,2,238.12,224.59,222.61,0.028202407400461777
9817,00009817.jpg,8,112.14,78.94,80.98,0.0321121597593839
19816,00019816.jpg,5,223.45,149.37,158.12,0.025732453408936765
31210,00031210.jpg,5,227.51,174.19,172.21,0.028081661795671894
17342,00017342.jpg,8,112.08,89.54,71.85,0.01638993695220239
29098,00029098.jpg,6,197.89,140.01,123.94,0.030950022077864937
21244,00021244.jpg,7,167.62,117.98,108.15,0.02618152876622404
11086,00011086.jpg,6,168.42,124.24,137.51,0.031690296729876416
1680,00001680.jpg,6,205.92,138.11,133.93,0.025379788534562336
31825,00031825.jpg,4,244.57,184.72,190.99,0.030372458730756356
744,00000744.jpg,8,99.69,68.05,69.58,0.02918216090835754
7454,00007454.jpg,8,104.28,74.48,77.79,0.02829833574038395
5096,00005096.jpg,6,198.79,134.27,128.48,0.03205727447518685
15594,00015594.jpg,9,77.6,60.15,42.19,0.029732666521979482
28485,00028485.jpg,6,161.08,125.68,113.34,0.024441285503424035
9052,00009052.jpg,7,155.97,105.08,118.76,0.027175354041906914
6842,00006842.jpg,6,197.14,137.01,128.39,0.018966163419701497
15831,00015831.jpg,6,185.54,142.35,126.81,0.03410800189958703
458,00000458.jpg,5,217.59,157.76,163.87,0.024231504250106357
28993,00028993.jpg,5,225.46,171.58,164.38,0.02797010071031293
21390,00021390.jpg,6,187.22,126.05,157.43,0.027489492896483086
6037,00006037.jpg,5,206.41,153.97,152.56,0.03480625680892199
21060,00021060.jpg,5,195.39,139.71,162.66,0.03081752902016993
12902,00012902.jpg,7,136.76,108.73,99.85,0.024929575425927046
18269,00018269.jpg,4,251.95,184.02,169.06,0.03362019599262494
26972,00026972.jpg,4,251.36,186.47,204.27,0.028753744995112636
11309,00011309.jpg,8,117.67,86.01,71.53,0.03200538976341989
25618,00025618.jpg,7,139.26,86.94,103.94,0.027718748547149463
22596,00022596.jpg,6,180.88,134.65,114.17,0.02182793624932275
19463,00019463.jpg,6,173.23,110.09,119.56,0.025006530732430973
18432,00018432.jpg,6,202.72,147.5,142.98,0.029987003402889432
4633,00004633.jpg,7,118.36,90.76,86.3,0.017862108201183422
31912,00031912.jpg,8,101.09,78.22,62.88,0.03195502861590728
23932,00023932.jpg,5,202.19,158.87,152.05,0.018744944525393957
28457,00028457.jpg,5,230.89,169.85,161.65,0.021323214527125017
16858,00016858.jpg,6,193.56,122.85,138.76,0.0236064421050197
25239,00025239.jpg,5,214.07,171.68,161.5,0.02750838295937996
29316,00029316.jpg,7,130.34,91.56,79.26,0.02723822561828219
6889,00006889.jpg,6,184.01,144.25,134.46,0.0342459837962002
1552,00001552.jpg,7,137.98,108.6,96.41,0.031101914399039022
22497,00022497.jpg,8,85.49,61.32,56.38,0.022862324367219092
8350,00008350.jpg,7,143.02,100.82,113.33,0.023627115004658
9152,00009152.jpg,6,211.52,132.27,130.7,0.03419744039334294
17337,00017337.jpg,7,129.62,97.15,84.55,0.025490534433890565
11427,00011427.jpg,5,204.54,149.89,153.33,0.02584598035976161
14813,00014813.jpg,4,240.84,188.88,167.85,0.02829009547444507
542,00000542.jpg,4,239.08,187.14,173.8,0.028962735173035017
24593,00024593.jpg,6,200.06,141.43,118.83,0.028634010872566652
8324,00008324.jpg,5,213.17,157.3,169.21,0.025592610483365173
320,00000320.jpg,8,118.03,91.82,75.14,0.03152488158424755
3554,00003554.jpg,6,167.77,125.24,117.69,0.0304117629024808
29995,00029995.jpg,7,137.95,106.26,95.81,0.03140789856439817
2143,00002143.jpg,8,92.72,69.16,67.52,0.03434486726801173
8682,00008682.jpg,6,153.75,134.06,128.04,0.02998366078993391
14715,00014715.jpg,7,135.75,92.13,100.76,0.03158832371424945
10025,00010025.jpg,6,168.15,121.81,124.45,0.028957852668820956
1667,00001667.jpg,6,195.39,145.54,148.22,0.018905437779073372
11647,00011647.jpg,6,177.92,133.83,122.84,0.027054466348982856
6995,00006995.jpg,7,150.79,116.38,88.01,0.028566358816602282
23656,00023656.jpg,6,198.85,140.4,131.74,0.02158113667202924
19399,00019399.jpg,5,205.75,149.33,164.53,0.028566168252541668
1809,00001809.jpg,4,240.33,153.93,196.29,0.02724906246797123
22617,00022617.jpg,7,139.69,98.67,82.22,0.02947399459938211
161,00000161.jpg,7,131.76,89.26,103.88,0.029586594165054887
14556,00014556.jpg,6,183.4,134.18,142.14,0.02035816475123428
31294,00031294.jpg,7,138.82,106.28,94.72,0.03393508690886523
5819,00005819.jpg,7,143.34,97.69,115.26,0.029297871781322198
6908,00006908.jpg,6,178.49,120.71,150.56,0.026429996495757016
2566,00002566.jpg,4,230.95,160.06,184.05,0.028050819756299007
11420,00011420.jpg,7,130.75,98.77,90.6,0.027477257057598202
26143,00026143.jpg,6,205.25,141.45,130.95,0.03217098576537301
6332,00006332.jpg,6,188.23,150.87,151.91,0.025402018212014526
7512,00007512.jpg,5,212.52,161.13,152.13,0.028639130625035644
15123,00015123.jpg,8,97.67,69.81,56.54,0.03247687461911049
19740,00019740.jpg,7,146.42,103.65,106.78,0.0326201406415187
20111,00020111.jpg,5,225.46,168.56,170.83,0.0315914986092076
17492,00017492.jpg,6,179.46,135.21,126.42,0.029328455834584825
281,00000281.jpg,6,201.22,149.25,132.74,0.03309492027122838
29648,00029648.jpg,10,36.21,23.46,26.37,0.021183423038415236
25950,00025950.jpg,6,167.51,119.21,133.05,0.0219490130127186
23739,00023739.jpg,7,121.96,90.05,96.59,0.03280590595905796
1876,00001876.jpg,7,119.97,87.05,86.84,0.022677251009042908
26729,00026729.jpg,5,218.16,146.9,145.32,0.03085553022100525
25513,00025513.jpg,9,75.16,65.5,47.84,0.029142452451434004
4027,00004027.jpg,5,204.37,156.29,158.52,0.03198147604430163
16308,00016308.jpg,6,191.39,123.75,118.06,0.027221891541175984
25133,00025133.jpg,7,142.1,107.1,97.74,0.030735596703750343
19752,00019752.jpg,7,121.4,97.51,83.3,0.033034726299941426
10419,00010419.jpg,6,175.35,123.04,116.01,0.034169523841523664
15396,00015396.jpg,7,154.31,100.12,124.98,0.03255222310979703
20965,00020965.jpg,9,69.38,54.21,49.7,0.03300448910182119
11039,00011039.jpg,8,111.56,88.92,90.94,0.03252820107175279
1382,00001382.jpg,7,128.93,93.5,93.58,0.026193265760132724
14363,00014363.jpg,5,207.37,164.78,166.57,0.024656094831079188
22738,00022738.jpg,8,106.09,75.03,77.49,0.033904664894384054
30509,00030509.jpg,6,159.63,109.97,132.62,0.027988025368856015
4784,00004784.jpg,7,154.87,99.41,119.34,0.020608262479704247
22929,00022929.jpg,6,184.18,129.46,152.2,0.0295958696412848
6116,00006116.jpg,7,121.35,81.99,88.74,0.021789077280306077
7441,00007441.jpg,5,207.47,152.86,146.47,0.024198430058975498
554,00000554.jpg,9,64.15,59.29,61.84,0.033103788274747324
8102,00008102.jpg,7,131.68,91.68,103.51,0.02470448005453946
27116,00027116.jpg,7,159.75,121.05,114.72,0.017549180758988998
2471,00002471.jpg,8,98.7,79.37,74.23,0.032324242904232046
1350,00001350.jpg,4,235.38,165.61,193.1,0.031713770928352224
7997,00007997.jpg,8,93.12,83.73,121.74,0.030926481981727184
7492,00007492.jpg,9,74.54,60.52,55.79,0.02189028868434807
7245,00007245.jpg,7,133.6,109.96,95.63,0.03273386032901816
23077,00023077.jpg,9,52.72,44.16,35.53,0.023157903964898335
7524,00007524.jpg,6,166.64,118.57,124.08,0.025596191140405736
19966,00019966.jpg,7,133.7,97.93,101.32,0.03264093692562985
8594,00008594.jpg,6,189.63,128.68,113.61,0.029611382613487013
27109,00027109.jpg,8,98.59,79.62,56.83,0.032460478072159675
31092,00031092.jpg,7,134.55,106.38,100.04,0.029634808530111658
10042,00010042.jpg,6,182.46,125.57,112.59,0.03299640149921813
16076,00016076.jpg,5,207.44,136.88,166.34,0.03225217975168644
7759,00007759.jpg,7,156.14,112.54,95.3,0.028581076926285538
14151,00014151.jpg,6,182.07,131.33,162.81,0.026500965015230568
11962,00011962.jpg,9,77.43,67.06,39.57,0.02415342418623378
31893,00031893.jpg,8,91.66,75.55,62.96,0.03469050805680941
7328,00007328.jpg,6,180.75,131.73,149.81,0.03107795719431107
30048,00030048.jpg,7,126.46,86.29,111.13,0.023586500908203308
734,00000734.jpg,8,112.38,83.41,65.41,0.030263278909393038
23922,00023922.jpg,5,208.75,163.38,150.35,0.03458492266005905
31290,00031290.jpg,6,183.45,140.28,134.49,0.029266493412501777
5958,00005958.jpg,5,219.4,167.83,155.83,0.02905960264698583
16899,00016899.jpg,9,80.33,62.78,51.21,0.027060638613027665
16387,00016387.jpg,6,181.11,133.61,130.95,0.028915888551079363
31298,00031298.jpg,8,100.78,83.06,75.39,0.028275026406565876
20549,00020549.jpg,6,201.73,138.32,131.3,0.029855957559993134
2923,00002923.jpg,8,106.74,80.26,69.66,0.03301365030473045
19668,00019668.jpg,8,81.39,65.67,56.91,0.03485234316240419
8224,00008224.jpg,8,108.3,86.64,80.42,0.030030403984807063
11600,00011600.jpg,7,148.99,114.72,111.59,0.029425529590946485
19426,00019426.jpg,8,123.4,76.82,77.95,0.02536042011395558
32006,00032006.jpg,6,163.72,125.25,122.38,0.02267598302586112
8314,00008314.jpg,8,112.25,84.0,85.84,0.034338783528484934
3193,00003193.jpg,6,180.04,123.6,118.46,0.02917082108268415
8370,00008370.jpg,10,29.33,36.51,20.71,0.02848531694169856
9462,00009462.jpg,6,177.09,135.61,125.98,0.02879415074920333
17052,00017052.jpg,7,145.97,105.84,108.19,0.02638306230422863
8780,00008780.jpg,6,173.06,113.04,127.65,0.031141935191994857
6549,00006549.jpg,7,129.76,79.57,83.34,0.025005737980187046
2344,00002344.jpg,7,153.39,112.76,124.71,0.030800714785625505
23084,00023084.jpg,6,187.13,127.76,126.78,0.029927252285253805
24334,00024334.jpg,7,148.14,110.85,84.26,0.02387544793674066
24818,00024818.jpg,7,154.29,110.19,99.78,0.029265833824429703
11934,00011934.jpg,5,205.7,153.82,143.96,0.029586268141499998
5736,00005736.jpg,7,126.45,95.51,97.25,0.02625016159436822
4485,00004485.jpg,6,197.39,146.99,129.31,0.019015539615844804
17523,00017523.jpg,5,214.3,157.28,154.97,0.029988017451037477
10666,00010666.jpg,7,164.69,115.29,104.76,0.030654014880140638
22524,00022524.jpg,6,198.57,147.26,139.97,0.024733066968448392
19338,00019338.jpg,7,143.5,99.12,99.34,0.028764554193626515
9512,00009512.jpg,6,186.46,142.82,136.14,0.026869669799055907
20699,00020699.jpg,7,147.09,120.94,116.26,0.017341880427065866
9204,00009204.jpg,6,183.65,147.96,137.36,0.027838595308787472
6572,00006572.jpg,7,161.54,110.34,101.54,0.03461451752331748
13924,00013924.jpg,7,120.84,88.54,84.33,0.03021734456588481
22969,00022969.jpg,5,205.02,149.83,147.15,0.03151978991595512
484,00000484.jpg,7,145.65,103.37,105.88,0.025512489079696065
8746,00008746.jpg,5,219.7,151.79,155.62,0.030603560202783823
20941,00020941.jpg,8,121.69,79.69,59.96,0.022964006695293773
15686,00015686.jpg,6,170.27,123.38,106.63,0.01923595120932348
25368,00025368.jpg,7,150.13,105.04,99.35,0.03309137001719931
17111,00017111.jpg,6,182.97,143.56,145.44,0.02705864623584299
31711,00031711.jpg,8,92.22,79.42,67.2,0.020366276949180438
21511,00021511.jpg,7,133.51,93.73,95.33,0.01595477238653586
21638,00021638.jpg,6,171.88,126.23,125.26,0.031134720384916898
28113,00028113.jpg,5,202.33,146.96,172.74,0.023767677687027235
11295,00011295.jpg,9,82.25,60.22,50.56,0.029107447259999145
9120,00009120.jpg,9,73.04,63.42,52.35,0.024713266856986056
31610,00031610.jpg,9,71.18,60.5,50.53,0.02126672269949714
10703,00010703.jpg,5,189.2,153.06,186.5,0.03062278523943031
6784,00006784.jpg,7,140.36,114.16,103.6,0.01697132247995201
27874,00027874.jpg,8,97.68,80.42,53.24,0.032602744218517436
27244,00027244.jpg,6,170.69,137.99,118.37,0.03394287124251899
18076,00018076.jpg,6,167.22,124.0,109.11,0.0326963843214317
519,00000519.jpg,7,125.23,98.81,72.16,0.021743419803577784
6770,00006770.jpg,8,81.47,64.12,57.3,0.029935764215697092
6118,00006118.jpg,5,220.89,169.83,169.09,0.02549736001793278
4273,00004273.jpg,7,146.01,110.75,101.31,0.02936064078111631
10422,00010422.jpg,5,222.15,171.18,165.48,0.02949086823835269
15824,00015824.jpg,7,148.24,107.78,117.57,0.018968234751522383
754,00000754.jpg,6,185.01,140.13,154.01,0.02261465458256567
11397,00011397.jpg,4,238.96,176.83,183.61,0.02796091455126311
9467,00009467.jpg,8,102.7,76.66,70.82,0.02975427351923246
17041,00017041.jpg,6,189.23,128.07,111.71,0.03181866663794251
27717,00027717.jpg,6,185.0,109.68,187.69,0.03032982654721165
24321,00024321.jpg,6,180.85,134.31,135.46,0.02669615936102416
26933,00026933.jpg,5,217.26,145.81,138.1,0.03184232847467389
8781,00008781.jpg,6,184.28,134.73,121.05,0.03131680786925132
1933,00001933.jpg,5,204.34,157.8,140.63,0.02704991336644647
692,00000692.jpg,5,232.64,156.21,154.58,0.03096229506158812
12459,00012459.jpg,8,98.36,71.64,77.94,0.028562012377861778
29823,00029823.jpg,6,184.34,141.43,122.06,0.029556968125462834
19133,00019133.jpg,6,195.19,135.89,121.7,0.03192384597417003
24207,00024207.jpg,8,90.63,71.04,62.68,0.02770379613085568
25046,00025046.jpg,7,127.24,98.24,99.57,0.0192707099840359
28260,00028260.jpg,7,122.81,82.51,94.47,0.0271055255231279
28025,00028025.jpg,5,198.58,156.84,169.5,0.02460835062099235
22385,00022385.jpg,7,158.06,113.84,110.37,0.03140894130979792
12326,00012326.jpg,6,182.14,137.44,123.33,0.031307465380036315
8359,00008359.jpg,7,138.93,102.49,85.62,0.031738577967219433
21514,00021514.jpg,7,164.5,119.55,108.48,0.031361959794714005
9799,00009799.jpg,6,182.97,110.03,151.43,0.028766107383194735
32394,00032394.jpg,6,198.16,150.94,138.3,0.0329223067331966
28930,00028930.jpg,8,99.54,76.07,69.38,0.03027211541721171
4711,00004711.jpg,6,168.78,126.04,115.31,0.024856765269185795
7063,00007063.jpg,7,130.5,90.5,98.23,0.024693872527982916
212,00000212.jpg,2,244.63,221.32,226.39,0.031168659791628032
16237,00016237.jpg,4,222.99,160.19,192.41,0.03415952359059189
17042,00017042.jpg,6,188.82,138.34,134.05,0.03155175210477881
3696,00003696.jpg,8,111.89,73.16,73.39,0.026938420890152633
1459,00001459.jpg,6,189.06,138.62,134.44,0.03399631108793333
9170,00009170.jpg,4,238.84,188.38,182.52,0.023712438549439687
18313,00018313.jpg,8,94.68,79.47,58.95,0.032838909095615154
24299,00024299.jpg,6,158.63,132.91,118.67,0.030949901070426247
15190,00015190.jpg,9,53.8,47.5,34.58,0.024237304806415765
13760,00013760.jpg,6,180.71,131.12,117.98,0.03375267667835887
13827,00013827.jpg,7,123.02,106.3,82.63,0.027429606424631613
4905,00004905.jpg,8,106.5,69.85,75.72,0.03318332298940029
17980,00017980.jpg,5,243.52,165.93,170.0,0.02993997794818198
16340,00016340.jpg,7,157.58,116.59,118.1,0.02937379762413372
22814,00022814.jpg,7,131.47,106.3,81.19,0.029493344791385715
2611,00002611.jpg,7,136.41,95.15,111.63,0.03224966931351595
6282,00006282.jpg,7,133.94,113.94,93.69,0.02732966255764597
19620,00019620.jpg,6,174.97,123.36,109.11,0.029483790818229366
29470,00029470.jpg,5,208.66,142.17,164.81,0.025988318725324373
6395,00006395.jpg,4,195.75,198.98,195.53,0.03055198101444428
8062,00008062.jpg,6,177.99,135.89,125.35,0.02298245661905186
21677,00021677.jpg,7,166.49,115.55,100.41,0.032570235470306845
20347,00020347.jpg,6,157.14,115.81,132.4,0.03054966004497758
15164,00015164.jpg,7,123.95,85.08,95.82,0.022044092778970535
10433,00010433.jpg,6,165.69,124.44,108.53,0.02955731480304442
32272,00032272.jpg,7,131.62,101.02,94.59,0.0302825603290956
15111,00015111.jpg,7,150.41,102.57,120.33,0.031539387060136675
20232,00020232.jpg,7,136.77,92.75,106.98,0.02712735081191043
2564,00002564.jpg,5,226.99,171.38,161.17,0.031388035965272586
7255,00007255.jpg,6,182.96,142.73,132.27,0.03030397480857116
22525,00022525.jpg,8,113.9,79.68,87.62,0.029689247105337428
21907,00021907.jpg,7,138.1,101.76,122.38,0.030597424761768938
5602,00005602.jpg,6,169.88,120.33,153.69,0.028770369859715487
10109,00010109.jpg,6,185.53,141.66,150.92,0.030424923463626095
9667,00009667.jpg,8,122.72,82.83,84.81,0.03176005019983742
12890,00012890.jpg,5,214.81,166.67,150.3,0.020127476930148526
12127,00012127.jpg,8,111.73,86.43,86.77,0.02750506160741397
19049,00019049.jpg,6,167.98,122.2,112.82,0.033946284859937274
11200,00011200.jpg,8,118.44,91.07,75.35,0.031041688158300943
12723,00012723.jpg,7,130.08,94.87,84.78,0.028069346660278497
22510,00022510.jpg,7,166.56,116.09,100.99,0.029490620481474293
23957,00023957.jpg,8,103.7,70.02,79.28,0.02578846711644163
3324,00003324.jpg,6,198.0,142.51,132.14,0.028562942395669946
17657,00017657.jpg,8,105.09,73.78,73.22,0.023387819325799444
18078,00018078.jpg,8,110.42,71.88,72.55,0.033715296778157475
29697,00029697.jpg,7,128.96,92.74,92.72,0.027017255958444952
5773,00005773.jpg,7,156.31,120.63,107.18,0.023930297472103425
1387,00001387.jpg,7,127.72,85.96,103.11,0.029058781935377247
23950,00023950.jpg,4,247.92,182.67,184.64,0.031789513144655855
25766,00025766.jpg,5,210.07,163.68,158.08,0.021308287383216832
23202,00023202.jpg,7,145.87,107.58,123.49,0.03214193521677079
12106,00012106.jpg,8,106.91,71.04,74.29,0.03157441854306903
23753,00023753.jpg,7,153.67,107.4,123.49,0.021200566091260326
6534,00006534.jpg,7,149.83,110.73,87.11,0.030577874703497494
14437,00014437.jpg,7,158.36,112.51,102.55,0.030133925359299717
3972,00003972.jpg,7,161.21,101.81,129.05,0.03438328429826049
27256,00027256.jpg,7,126.92,98.94,110.95,0.024373753118915757
21423,00021423.jpg,7,144.73,86.1,97.21,0.028167266203084886
13662,00013662.jpg,8,86.11,74.63,47.29,0.024004206264318054
456,00000456.jpg,9,78.44,56.65,53.89,0.024117935818387157
12558,00012558.jpg,9,81.5,61.77,57.98,0.02202699139416733
27312,00027312.jpg,7,153.67,111.0,129.13,0.01939783142583783
22494,00022494.jpg,7,147.88,100.73,109.41,0.033424204484420315
15308,00015308.jpg,5,209.38,159.04,147.04,0.024365447252248405
6297,00006297.jpg,7,163.52,109.34,112.06,0.02775941963498436
13546,00013546.jpg,7,124.16,87.43,87.5,0.028732863075402817
17866,00017866.jpg,7,152.81,120.69,109.98,0.031938428110788515
2353,00002353.jpg,6,199.78,140.54,128.29,0.03096779643884501
9448,00009448.jpg,8,94.36,72.02,72.42,0.03521756950182067
5071,00005071.jpg,7,131.0,87.55,119.8,0.03301852786570197
21103,00021103.jpg,6,173.91,133.17,138.37,0.024974928302406014
27416,00027416.jpg,9,62.16,52.58,39.91,0.023749041824920804
4320,00004320.jpg,7,161.03,105.76,104.29,0.02493890225755968
11178,00011178.jpg,8,110.86,33.2,44.28,0.02869414508688148
12519,00012519.jpg,7,150.23,121.88,103.73,0.032888904318752
16995,00016995.jpg,8,96.99,71.78,58.17,0.027525247873402162
12088,00012088.jpg,6,161.16,123.94,111.93,0.02298217853119522
1166,00001166.jpg,6,167.61,134.28,122.09,0.018093310206676212
31651,00031651.jpg,5,205.85,159.61,142.15,0.030952979336686514
13070,00013070.jpg,8,101.69,82.01,83.53,0.02926123845586238
20875,00020875.jpg,7,149.82,105.52,115.77,0.024199058316051972
25280,00025280.jpg,7,155.41,122.44,101.23,0.03110561328756636
7256,00007256.jpg,5,206.32,150.62,147.78,0.017489100274647257
3891,00003891.jpg,6,188.51,141.41,155.56,0.023561397332923204
7151,00007151.jpg,6,182.48,137.84,128.16,0.02951385670508117
20358,00020358.jpg,7,122.23,92.75,89.49,0.02722326368943884
10071,00010071.jpg,8,104.23,85.41,66.02,0.03460863280674524
22922,00022922.jpg,5,226.2,163.94,162.32,0.019305958499775767
19116,00019116.jpg,8,120.06,84.05,80.43,0.030303368020266116
17567,00017567.jpg,6,178.86,136.23,134.1,0.024202100568351925
3867,00003867.jpg,4,231.12,185.55,178.28,0.0303030589155534
242,00000242.jpg,8,90.31,59.57,66.58,0.027263083215979204
11926,00011926.jpg,8,113.09,84.27,69.38,0.030676717573115214
8264,00008264.jpg,8,88.44,70.74,55.33,0.025923592068057263
28747,00028747.jpg,8,115.28,92.95,77.66,0.025669396974527005
55,00000055.jpg,5,228.62,175.28,168.69,0.024229364241058482
32235,00032235.jpg,7,135.14,95.77,100.28,0.021201337283332795
28069,00028069.jpg,5,211.31,164.11,160.49,0.033676768995029506
6559,00006559.jpg,8,83.19,67.42,61.43,0.02822735946307829
22936,00022936.jpg,7,116.7,85.12,117.66,0.026220909794689953
11254,00011254.jpg,8,105.05,74.2,69.39,0.032302070497451284
5158,00005158.jpg,7,123.55,92.05,86.37,0.03157366203659531
32257,00032257.jpg,5,219.04,152.88,150.11,0.026878115956358896
4731,00004731.jpg,4,236.11,182.51,168.88,0.03139342090271957
18175,00018175.jpg,9,60.34,57.6,55.36,0.026865728430388095
16458,00016458.jpg,7,133.37,92.25,92.58,0.026418049631444465
